Patentnumber;Similarity (DSS-Inclusion);Science-driven novelty dummy
US8947233;0;0
US8947234;0;0
US8947235;0.005722461;1
US8947236;0;0
US8947238;0;0
US8947239;0;0
US8947240;0;0
US8947243;0.02622673;1
US8947244;0.02624672;1
US8947254;0;0
US8947304;0;0
US8947308;0;0
US8947319;0;0
US8947322;0;0
US8947349;0;0
US8947441;0.007390983;1
US8947489;0;0
US8947515;0;0
US8947522;0.002444988;1
US8947528;0;0
US8947530;0.002439024;1
US8947532;0;0
US8947547;0;0
US8947678;0.02533172;1
US8947698;0.002398082;1
US8947712;0;0
US8947745;0.05489418;1
US8947794;0;0
US8947869;0;0
US8947951;0;0
US8948081;0;0
US8948089;0.002444988;1
US8948279;0.01759834;1
US8948315;0.004854369;1
US8948350;0;0
US8948355;0;0
US8948442;0;0
US8948566;0;0
US8948693;0;0
US8948694;0;0
US8948696;0;0
US8948697;0;0
US8948713;0;0
US8948787;0;0
US8948790;0;0
US8948819;0.008018328;1
US8948823;0;0
US8948832;0.05757985;1
US8948839;0;0
US8948889;0.002444988;1
US8948908;0;0
US8948914;0;0
US8948926;0;0
US8948935;0;0
US8948954;0.02559415;1
US8948955;0;0
US8948975;0.003205128;1
US8948977;0.06514207;1
US8949017;0;0
US8949019;0;0
US8949023;0;0
US8949034;0;0
US8949041;0.00245098;1
US8949074;0;0
US8949137;0;0
US8949145;0;0
US8949146;0;0
US8949148;0;0
US8949152;0;0
US8949174;0.004878049;1
US8949287;0.02850877;1
US8949335;0.0120614;1
US8949416;0;0
US8949454;0;0
US8949469;0.0960452;1
US8949514;0;0
US8949584;0;0
US8949601;0;0
US8949619;0;0
US8949871;0;0
US8949900;0;0
US8949903;0;0
US8949910;0;0
US8950002;0.008668243;1
US8950004;0;0
US8950266;0;0
US8950318;0;0
US8950357;0;0
US8950503;0;0
US8950566;0;0
US8950596;0;0
US8950661;0;0
US8950665;0;0
US8950667;0;0
US8950669;0;0
US8950671;0;0
US8950676;0;0
US8950680;0;0
US8950683;0;0
US8950684;0;0
US8950710;0;0
US8950783;0.002444988;1
US8950990;0;0
US8951114;0;0
US8951121;0;0
US8951168;0;0
US8951427;0;0
US8951438;0.0113071;1
US8951483;0.004784689;1
US8951513;0;0
US8951781;0.00245098;1
US8951805;0;0
US8952284;0;0
US8952572;0.006024096;1
US8952655;0;0
US8952707;0;0
US8952781;0;0
US8952784;0;0
US8952786;0;0
US8952787;0;0
US8952788;0;0
US8952789;0;0
US8952790;0;0
US8952791;0;0
US8952792;0;0
US8952798;0;0
US8952806;0;0
US8952813;0;0
US8952814;0;0
US8952815;0;0
US8952817;0.004282655;1
US8952821;0.02570694;1
US8952840;0;0
US8952863;0;0
US8952905;0;0
US8952978;0.002867383;1
US8953198;0.03989362;1
US8953200;0.002586844;1
US8953382;0;0
US8953392;0;0
US8953423;0;0
US8953485;0;0
US8953570;0;0
US8953582;0;0
US8953620;0;0
US8953634;0;0
US8953765;0;0
US8953784;0;0
US8953886;0;0
US8953889;0;0
US8953945;0.002398082;1
US8954002;0.002496879;1
US8954031;0;0
US8954117;0;0
US8954134;0;0
US8954135;0;0
US8954137;0;0
US8954140;0.002439024;1
US8954170;0.007194245;1
US8954188;0;0
US8954190;0;0
US8954193;0.002439024;1
US8954292;0;0
US8954330;0.00245098;1
US8954336;0.02217742;1
US8954347;0;0
US8954353;0.03648425;1
US8954354;0;0
US8954364;0.03853565;1
US8954395;0;0
US8954433;0;0
US8954497;0;0
US8954742;0;0
US8954834;0;0
US8954885;0.003267974;1
US8955008;0;0
US8955039;0;0
US8955046;0;0
US8955140;0;0
US8955164;0;0
US8955242;0.003813883;1
US8955301;0;0
US8955340;0.002398082;1
US8955402;0;0
US8955421;0;0
US8955459;0;0
US8955741;0;0
US8955743;0;0
US8955744;0;0
US8955747;0;0
US8955748;0;0
US8955751;0;0
US8955754;0;0
US8955755;0;0
US8955756;0;0
US8955757;0;0
US8955759;0;0
US8955916;0;0
US8955974;0.002439024;1
US8955984;0.04730781;1
US8955991;0;0
US8956221;0;0
US8956223;0.002444988;1
US8956224;0;0
US8956238;0.008207934;1
US8956287;0.003361345;1
US8956293;0.004708098;1
US8956294;0.01241135;1
US8956303;0.06678383;1
US8956570;0.005324814;1
US8956578;0;0
US8957246;0.008607198;1
US8957277;0;0
US8957367;0.04010025;1
US8957423;0.002710027;1
US8957549;0;0
US8957623;0;0
US8957626;0;0
US8957633;0;0
US8957697;0;0
US8957757;0;0
US8957759;0;0
US8957763;0;0
US8957764;0;0
US8957771;0;0
US8957777;0;0
US8957778;0;0
US8957780;0;0
US8957783;0;0
US8957785;0;0
US8957787;0;0
US8957822;0;0
US8957860;0;0
US8957917;0;0
US8957919;0;0
US8957921;0;0
US8957968;0;0
US8957969;0;0
US8957979;0;0
US8958112;0;0
US8958121;0;0
US8958302;0;0
US8958349;0.002444988;1
US8958351;0;0
US8958371;0;0
US8958455;0;0
US8958461;0;0
US8958553;0.08994709;1
US8958565;0;0
US8958587;0;0
US8958718;0;0
US8958742;0;0
US8958745;0;0
US8958746;0;0
US8958747;0;0
US8958766;0;0
US8958816;0;0
US8958828;0;0
US8958845;0;0
US8958848;0.005198181;1
US8958850;0;0
US8958851;0;0
US8958855;0.01459035;1
US8958856;0;0
US8958903;0;0
US8958906;0;0
US8958981;0;0
US8958985;0.03107345;1
US8959028;0;0
US8959029;0;0
US8959030;0;0
US8959034;0;0
US8959042;0;0
US8959049;0;0
US8959098;0;0
US8959100;0;0
US8959106;0.00245098;1
US8959141;0;0
US8959161;0;0
US8959190;0.02147873;1
US8959250;0;0
US8959297;0;0
US8959331;0.006024096;1
US8959350;0;0
US8959458;0;0
US8959459;0;0
US8959539;0;0
US8959546;0;0
US8959557;0;0
US8959592;0.004901961;1
US8959594;0.002439024;1
US8959617;0;0
US8959833;0;0
US8959980;0;0
US8960314;0;0
US8960373;0;0
US8960520;0.06489675;1
US8960532;0;0
US8960534;0;0
US8960535;0.05759539;1
US8960539;0;0
US8960541;0;0
US8960543;0;0
US8960545;0;0
US8960546;0;0
US8960547;0;0
US8960555;0;0
US8960557;0;0
US8960558;0;0
US8960559;0;0
US8960561;0;0
US8960870;0;0
US8960872;0;0
US8960997;0.03620474;1
US8960999;0;0
US8961021;0;0
US8961064;0;0
US8961185;0;0
US8961260;0;0
US8961288;0;0
US8961292;0;0
US8961295;0;0
US8961296;0;0
US8961306;0;0
US8961312;0;0
US8961318;0;0
US8961371;0;0
US8961412;0;0
US8961414;0;0
US8961431;0.002427184;1
US8961436;0;0
US8961439;0;0
US8961441;0;0
US8961458;0;0
US8961461;0.002325581;1
US8961491;0;0
US8961492;0;0
US8961560;0;0
US8961695;0;0
US8961764;0;0
US8961787;0;0
US8961873;0;0
US8961876;0;0
US8961899;0;0
US8962308;0;0
US8962967;0;0
US8963025;0;0
US8963126;0;0
US8963131;0;0
US8963140;0;0
US8963141;0;0
US8963413;0;0
US8963483;0.03476483;1
US8963488;0;0
US8963495;0.008816121;1
US8963514;0;0
US8963519;0.01478852;1
US8963538;0;0
US8963550;0;0
US8963563;0;0
US8963681;0;0
US8963684;0;0
US8963688;0;0
US8963689;0;0
US8963690;0;0
US8963694;0;0
US8963698;0;0
US8963708;0;0
US8963712;0;0
US8963716;0.003738318;1
US8963717;0;0
US8963718;0;0
US8963719;0;0
US8963720;0;0
US8963721;0;0
US8963736;0;0
US8963737;0;0
US8963740;0;0
US8963770;0.01270772;1
US8963778;0;0
US8963781;0;0
US8963803;0;0
US8963806;0;0
US8963831;0;0
US8963835;0;0
US8963837;0;0
US8963857;0;0
US8963870;0;0
US8963956;0;0
US8963983;0;0
US8963992;0;0
US8964010;0;0
US8964088;0.003058104;1
US8964211;0;0
US8964298;0;0
US8964338;0;0
US8964358;0;0
US8964364;0.003846154;1
US8964380;0;0
US8964384;0;0
US8964436;0.07124955;1
US8964476;0;0
US8964489;0;0
US8964511;0;0
US8964519;0.02868447;1
US8964595;0;0
US8964676;0.013267;1
US8964764;0;0
US8964818;0;0
US8964914;0;0
US8964975;0;0
US8964984;0.002439024;1
US8964986;0;0
US8964995;0;0
US8965047;0.01245421;1
US8965104;0;0
US8965117;0;0
US8965132;0;0
US8965250;0;0
US8965279;0;0
US8965281;0;0
US8965287;0;0
US8965314;0;0
US8965373;0.003215434;1
US8965380;0.002710027;1
US8965403;0;0
US8965410;0;0
US8965420;0;0
US8965431;0;0
US8965459;0;0
US8965460;0.007317073;1
US8965466;0.008463542;1
US8965513;0.01619433;1
US8965523;0;0
US8965561;0;0
US8965569;0.00245098;1
US8965579;0;0
US8965594;0;0
US8965641;0;0
US8965677;0;0
US8965686;0;0
US8965691;0;0
US8965700;0.02879291;1
US8965705;0;0
US8965730;0.002439024;1
US8965777;0;0
US8965778;0;0
US8965784;0.009733606;1
US8965785;0.0367369;1
US8965789;0;0
US8965790;0.007334963;1
US8965794;0;0
US8965795;0;0
US8965808;0;0
US8965841;0.02281746;1
US8965844;0;0
US8965902;0;0
US8965959;0.0496771;1
US8965977;0;0
US8966006;0;0
US8966007;0;0
US8966252;0.01518438;1
US8966278;0;0
US8966297;0;0
US8966393;0;0
US8966401;0;0
US8966545;0.007194245;1
US8966587;0;0
US8966772;0;0
US8966797;0;0
US8966837;0;0
US8966952;0;0
US8967000;0;0
US8967044;0;0
US8967083;0;0
US8967203;0;0
US8967208;0.00245098;1
US8967243;0;0
US8967335;0;0
US8967362;0;0
US8967439;0;0
US8967443;0.08953901;1
US8967457;0;0
US8967458;0;0
US8967459;0;0
US8967461;0;0
US8967465;0;0
US8967466;0;0
US8967468;0.002439024;1
US8967469;0;0
US8967472;0;0
US8967474;0;0
US8967476;0;0
US8967484;0;0
US8967485;0;0
US8967486;0;0
US8967574;0;0
US8967621;0;0
US8967777;0;0
US8967808;0.002427184;1
US8968077;0;0
US8968080;0.00245098;1
US8968083;0;0
US8968084;0;0
US8968086;0.002439024;1
US8968088;0.1967709;1
US8968092;0.002564103;1
US8968105;0.002392344;1
US8968169;0.02323893;1
US8968193;0.01257862;1
US8968195;0.002439024;1
US8968196;0;0
US8968198;0;0
US8968232;0.00245098;1
US8968274;0;0
US8968296;0;0
US8968301;0.01012658;1
US8968302;0.009471433;1
US8968377;0.008701473;1
US8968510;0;0
US8968656;0.01201201;1
US8968662;0.02661597;1
US8968675;0;0
US8968824;0.02515723;1
US8968848;0;0
US8968895;0;0
US8969029;0;0
US8969031;0.09006211;1
US8969147;0;0
US8969509;0;0
US8969717;0;0
US8969790;0;0
US8969802;0;0
US8970288;0;0
US8970343;0.002439024;1
US8970350;0.005952381;1
US8970353;0;0
US8970354;0;0
US8970363;0.00245098;1
US8970367;0;0
US8970369;0;0
US8970370;0;0
US8970375;0;0
US8970376;0;0
US8970377;0;0
US8970378;0;0
US8970379;0;0
US8970380;0;0
US8970381;0;0
US8970392;0.002439024;1
US8970422;0;0
US8970442;0;0
US8970454;0;0
US8970609;0;0
US8970616;0;0
US8970629;0;0
US8970656;0.01176471;1
US8970658;0.04954955;1
US8970684;0.01943635;1
US8970693;0;0
US8970699;0;0
US8970702;0;0
US8970864;0;0
US8970943;0;0
US8971049;0;0
US8971114;0;0
US8971135;0;0
US8971205;0;0
US8971346;0.0353238;1
US8971441;0;0
US8971490;0.05693582;1
US8971586;0;0
US8971741;0;0
US8971799;0;0
US8971803;0;0
US8971804;0.002439024;1
US8971813;0;0
US8971836;0;0
US8971837;0;0
US8971856;0;0
US8971857;0;0
US8971893;0;0
US8971903;0;0
US8971916;0;0
US8971925;0;0
US8971932;0;0
US8971958;0.008474576;1
US8971963;0.01342282;1
US8971969;0.06506725;1
US8972048;0;0
US8972050;0;0
US8972055;0.06157489;1
US8972077;0;0
US8972097;0;0
US8972102;0;0
US8972149;0;0
US8972165;0.002439024;1
US8972179;0;0
US8972236;0;0
US8972271;0.03363229;1
US8972272;0;0
US8972274;0;0
US8972277;0;0
US8972280;0;0
US8972283;0;0
US8972290;0;0
US8972291;0;0
US8972297;0;0
US8972315;0.002444988;1
US8972357;0;0
US8972369;0;0
US8972539;0;0
US8972577;0.002398082;1
US8972584;0;0
US8972715;0.06453423;1
US8972719;0;0
US8972757;0;0
US8973091;0;0
US8973113;0;0
US8973231;0;0
US8973254;0;0
US8973299;0.002392344;1
US8973447;0;0
US8973448;0;0
US8973499;0;0
US8973656;0;0
US8973738;0;0
US8973769;0;0
US8973785;0;0
US8973786;0.002398082;1
US8973815;0;0
US8973816;0;0
US8973819;0;0
US8973821;0;0
US8973822;0;0
US8973823;0;0
US8973824;0;0
US8973828;0;0
US8973829;0;0
US8973830;0;0
US8973831;0.002439024;1
US8973832;0;0
US8973833;0;0
US8973834;0;0
US8973835;0;0
US8973839;0;0
US8973841;0;0
US8973843;0;0
US8973844;0.08303031;1
US8973989;0;0
US8974079;0;0
US8974285;0;0
US8974289;0;0
US8974290;0;0
US8974295;0;0
US8974297;0;0
US8974323;0;0
US8974349;0;0
US8974366;0;0
US8974428;0;0
US8974443;0;0
US8974460;0;0
US8974463;0;0
US8974471;0;0
US8974702;0.004796163;1
US8974870;0;0
US8974879;0;0
US8974945;0;0
US8975039;0.002487562;1
US8975085;0.01272265;1
US8975170;0;0
US8975211;0;0
US8975359;0;0
US8975372;0;0
US8975474;0;0
US8975595;0;0
US8975619;0;0
US8975626;0;0
US8975864;0;0
US8975925;0;0
US8975976;0;0
US8976010;0;0
US8976014;0;0
US8976018;0;0
US8976022;0;0
US8976023;0;0
US8976024;0;0
US8976025;0;0
US8976028;0;0
US8976029;0;0
US8976030;0;0
US8976035;0;0
US8976036;0;0
US8976074;0;0
US8976075;0;0
US8976211;0;0
US8976239;0.005021971;1
US8976384;0;0
US8976393;0;0
US8976432;0;0
US8976470;0;0
US8976508;0;0
US8976523;0;0
US8976540;0;0
US8976586;0;0
US8976595;0;0
US8976676;0;0
US8976691;0.008484849;1
US8976744;0.007726269;1
US8976784;0;0
US8977005;0.06666667;1
US8977007;0;0
US8977047;0;0
US8977133;0;0
US8977194;0;0
US8977195;0;0
US8977197;0;0
US8977203;0;0
US8977205;0.00245098;1
US8977224;0;0
US8977226;0;0
US8977228;0;0
US8977234;0;0
US8977237;0;0
US8977251;0;0
US8977291;0;0
US8977296;0;0
US8977298;0.002444988;1
US8977300;0;0
US8977304;0;0
US8977351;0;0
US8977358;0.03636364;1
US8977377;0;0
US8977386;0;0
US8977389;0;0
US8977390;0;0
US8977422;0;0
US8977428;0.002427184;1
US8977507;0.006269592;1
US8977543;0;0
US8977544;0;0
US8977561;0;0
US8977563;0;0
US8977567;0.003731343;1
US8977569;0;0
US8977570;0;0
US8977585;0;0
US8977724;0;0
US8977761;0;0
US8977785;0;0
US8977847;0;0
US8977860;0.0173516;1
US8978068;0;0
US8978071;0;0
US8978074;0;0
US8978097;0.002487562;1
US8978101;0;0
US8978229;0;0
US8978427;0;0
US8978428;0;0
US8978452;0;0
US8978483;0;0
US8978529;0;0
US8978534;0;0
US8978585;0.005224661;1
US8978592;0;0
US8978750;0.04794008;1
US8978760;0;0
US8978869;0;0
US8978971;0;0
US8978973;0;0
US8978985;0.01473297;1
US8978987;0;0
US8978988;0;0
US8979030;0;0
US8979259;0.002898551;1
US8979363;0;0
US8979511;0;0
US8979539;0;0
US8979625;0;0
US8979626;0;0
US8979627;0;0
US8979630;0.002398082;1
US8979637;0;0
US8979638;0;0
US8979639;0;0
US8979640;0;0
US8979641;0;0
US8979646;0;0
US8979654;0;0
US8979657;0.01554641;1
US8979763;0;0
US8979770;0.01860712;1
US8979788;0;0
US8979798;0;0
US8979799;0;0
US8979808;0;0
US8979871;0.002439024;1
US8979881;0;0
US8979985;0.002439024;1
US8980433;0;0
US8980641;0;0
US8980733;0;0
US8981096;0;0
US8981358;0;0
US8981376;0;0
US8981518;0;0
US8981524;0.003910068;1
US8981598;0;0
US8981741;0.003131991;1
US8981743;0.008355714;1
US8981792;0;0
US8981796;0;0
US8981899;0;0
US8981900;0;0
US8981903;0;0
US8981905;0;0
US8981906;0.01569507;1
US8981907;0;0
US8981908;0;0
US8981909;0.01839588;1
US8981910;0;0
US8981913;0;0
US8981924;0;0
US8981925;0;0
US8981927;0;0
US8981930;0;0
US8981931;0;0
US8981935;0;0
US8981936;0;0
US8981937;0;0
US8981938;0;0
US8981939;0;0
US8981940;0.009606148;1
US8981941;0;0
US8981952;0;0
US8981955;0;0
US8981957;0;0
US8981967;0;0
US8982000;0;0
US8982001;0.002398082;1
US8982065;0;0
US8982066;0;0
US8982156;0.009184225;1
US8982179;0.006507592;1
US8982193;0.007352941;1
US8982211;0.0281827;1
US8982213;0.05772812;1
US8982214;0.0636289;1
US8982215;0.05960516;1
US8982217;0;0
US8982220;0;0
US8982364;0;0
US8982391;0.02303879;1
US8982423;0;0
US8982424;0;0
US8982511;0.00245098;1
US8982553;0;0
US8982574;0;0
US8982589;0;0
US8982618;0.002439024;1
US8982635;0.007490637;1
US8982642;0.002439024;1
US8982739;0;0
US8982784;0.004796163;1
US8983117;0;0
US8983173;0;0
US8983176;0.02067511;1
US8983287;0;0
US8983301;0;0
US8983371;0;0
US8983372;0;0
US8983373;0.00245098;1
US8983379;0;0
US8983393;0;0
US8983421;0;0
US8983449;0;0
US8983491;0.00309119;1
US8983542;0;0
US8983549;0;0
US8983551;0;0
US8983587;0;0
US8983591;0;0
US8983606;0;0
US8983610;0;0
US8983616;0.002444988;1
US8983645;0;0
US8983648;0;0
US8983649;0;0
US8983682;0.002444988;1
US8983705;0.03802589;1
US8983762;0;0
US8983771;0;0
US8983839;0;0
US8983858;0;0
US8983862;0.06432749;1
US8983875;0.01601348;1
US8984133;0;0
US8984136;0;0
US8984185;0;0
US8984242;0;0
US8984280;0.002392344;1
US8984282;0;0
US8984291;0;0
US8984389;0.004975124;1
US8984439;0.01287879;1
US8984552;0;0
US8984627;0.01874367;1
US8985025;0;0
US8985048;0;0
US8985156;0;0
US8985173;0;0
US8985298;0;0
US8985352;0;0
US8985388;0;0
US8985395;0.002444988;1
US8985396;0;0
US8985436;0;0
US8985438;0;0
US8985439;0;0
US8985440;0;0
US8985441;0.002439024;1
US8985443;0;0
US8985446;0;0
US8985448;0;0
US8985452;0;0
US8985459;0.004901961;1
US8985461;0;0
US8985465;0;0
US8985466;0.01058201;1
US8985468;0;0
US8985525;0.002604167;1
US8985585;0;0
US8985652;0;0
US8985730;0;0
US8985883;0;0
US8985890;0;0
US8985928;0.002444988;1
US8985988;0;0
US8986091;0;0
US8986092;0;0
US8986093;0;0
US8986094;0;0
US8986095;0;0
US8986098;0;0
US8986100;0.002444988;1
US8986103;0;0
US8986104;0;0
US8986106;0;0
US8986107;0.007120605;1
US8986108;0.0102459;1
US8986111;0;0
US8986115;0.02860945;1
US8986121;0.005982906;1
US8986122;0.01236979;1
US8986130;0.004878049;1
US8986165;0;0
US8986196;0.01536773;1
US8986207;0.02196382;1
US8986209;0;0
US8986229;0;0
US8986323;0.003053435;1
US8986476;0;0
US8986489;0;0
US8986525;0;0
US8986805;0;0
US8986819;0;0
US8987611;0;0
US8987808;0;0
US8987832;0;0
US8987913;0;0
US8987940;0.05263158;1
US8988066;0;0
US8988098;0.01455026;1
US8988136;0;0
US8988144;0;0
US8988154;0;0
US8988185;0;0
US8988186;0;0
US8988187;0.03548387;1
US8988188;0;0
US8988191;0.01683502;1
US8988193;0;0
US8988194;0.002610966;1
US8988195;0.002444988;1
US8988197;0.002427184;1
US8988199;0;0
US8988200;0;0
US8988211;0.003952569;1
US8988215;0;0
US8988216;0;0
US8988222;0;0
US8988223;0;0
US8988224;0;0
US8988225;0;0
US8988228;0;0
US8988241;0;0
US8988243;0;0
US8988247;0.002439024;1
US8988251;0;0
US8988283;0;0
US8988290;0;0
US8988298;0;0
US8988305;0;0
US8988381;0.003313453;1
US8988495;0.00729927;1
US8988498;0.007352941;1
US8988666;0;0
US8988749;0;0
US8988896;0;0
US8988969;0;0
US8988992;0;0
US8989038;0.002444988;1
US8989053;0.01184133;1
US8989055;0;0
US8989094;0;0
US8989163;0;0
US8989235;0.007194245;1
US8989305;0;0
US8989306;0;0
US8989387;0;0
US8989420;0;0
US8989431;0;0
US8989438;0;0
US8989535;0;0
US8989636;0;0
US8989660;0.02923977;1
US8989665;0;0
US8989711;0;0
US8989712;0.0792181;1
US8989723;0;0
US8989727;0;0
US8989737;0.01593027;1
US8989763;0;0
US8989764;0;0
US8989765;0;0
US8989767;0;0
US8989770;0;0
US8989774;0.08922792;1
US8989779;0.002392344;1
US8989802;0.002564103;1
US8989808;0;0
US8989820;0;0
US8989830;0;0
US8989832;0;0
US8989833;0.002398082;1
US8989850;0.01041667;1
US8989870;0.04571238;1
US8989880;0.03693182;1
US8989886;0;0
US8989892;0;0
US8989894;0;0
US8989895;0;0
US8989896;0.002444988;1
US8989905;0;0
US8989907;0;0
US8989920;0;0
US8989922;0;0
US8989929;0;0
US8989944;0;0
US8989950;0;0
US8989951;0.02609428;1
US8989954;0;0
US8989972;0;0
US8990025;0;0
US8990032;0;0
US8990033;0;0
US8990043;0;0
US8990045;0.002427184;1
US8990099;0;0
US8990100;0.002439024;1
US8990101;0;0
US8990104;0;0
US8990110;0;0
US8990121;0;0
US8990221;0;0
US8990235;0;0
US8990255;0.06934594;1
US8990297;0;0
US8990302;0;0
US8990319;0;0
US8990324;0;0
US8990326;0;0
US8990361;0;0
US8990385;0;0
US8990386;0;0
US8990400;0;0
US8990411;0;0
US8990481;0;0
US8990483;0;0
US8990519;0;0
US8990583;0;0
US8990638;0;0
US8990682;0;0
US8990721;0;0
US8990731;0;0
US8990845;0;0
US8990865;0;0
US8990868;0;0
US8990871;0;0
US8990883;0;0
US8990889;0;0
US8990895;0;0
US8990918;0;0
US8991019;0;0
US8991085;0;0
US8991090;0;0
US8991238;0;0
US8991266;0;0
US8991267;0;0
US8991489;0;0
US8991505;0.004227053;1
US8991513;0;0
US8991591;0;0
US8991649;0;0
US8991690;0;0
US8991692;0;0
US8991693;0;0
US8991695;0;0
US8991699;0;0
US8991703;0;0
US8991704;0;0
US8991706;0.00245098;1
US8991709;0;0
US8991712;0.002444988;1
US8991713;0;0
US8991714;0;0
US8991715;0;0
US8991716;0;0
US8991717;0;0
US8991968;0;0
US8992057;0.004878049;1
US8992075;0;0
US8992099;0;0
US8992105;0;0
US8992225;0;0
US8992297;0;0
US8992298;0;0
US8992299;0.00245098;1
US8992301;0.01501502;1
US8992302;0;0
US8992304;0;0
US8992306;0.02640264;1
US8992308;0;0
US8992310;0;0
US8992323;0;0
US8992325;0;0
US8992326;0.01809955;1
US8992329;0;0
US8992331;0;0
US8992346;0;0
US8992347;0;0
US8992416;0;0
US8992433;0;0
US8992466;0;0
US8992511;0.05437352;1
US8992516;0.002392344;1
US8992712;0;0
US8992866;0;0
US8992950;0;0
US8992992;0;0
US8993018;0;0
US8993153;0;0
US8993219;0;0
US8993308;0;0
US8993356;0;0
US8993387;0;0
US8993698;0;0
US8993713;0;0
US8993847;0;0
US8993946;0.06971677;1
US8994014;0;0
US8994086;0;0
US8994096;0;0
US8994223;0;0
US8994276;0.005586592;1
US8994358;0;0
US8994492;0;0
US8994498;0;0
US8994501;0;0
US8994502;0;0
US8994503;0.002873563;1
US8994504;0;0
US8994505;0;0
US8994506;0;0
US8994508;0;0
US8994511;0;0
US8994512;0.002444988;1
US8994513;0;0
US8994514;0;0
US8994515;0;0
US8994528;0;0
US8994532;0;0
US8994533;0;0
US8994534;0;0
US8994537;0;0
US8994540;0.05072464;1
US8994546;0;0
US8994547;0;0
US8994553;0;0
US8994555;0;0
US8994556;0;0
US8994560;0;0
US8994581;0;0
US8994599;0;0
US8994605;0;0
US8994606;0.1476703;1
US8994645;0.002398082;1
US8994651;0;0
US8994678;0;0
US8994683;0;0
US8994731;0;0
US8994827;0;0
US8994855;0.1612466;1
US8994987;0.03405797;1
US8994993;0;0
US8995208;0;0
US8995377;0.006097561;1
US8995625;0;0
US8995662;0;0
US8995713;0;0
US8995721;0;0
US8995744;0;0
US8995908;0;0
US8995909;0;0
US8995910;0;0
US8995946;0;0
US8995957;0;0
US8995960;0;0
US8995964;0;0
US8996030;0;0
US8996033;0;0
US8996035;0;0
US8996137;0;0
US8996163;0;0
US8996164;0;0
US8996171;0;0
US8996178;0;0
US8996186;0;0
US8996188;0;0
US8996200;0;0
US8996212;0.07235142;1
US8996224;0.03532609;1
US8996228;0.003809524;1
US8996242;0;0
US8996257;0;0
US8996287;0;0
US8996289;0;0
US8996302;0.0178416;1
US8996308;0.01383126;1
US8996320;0;0
US8996384;0;0
US8996393;0;0
US8996400;0;0
US8996411;0.04140787;1
US8996423;0;0
US8996429;0;0
US8996483;0;0
US8996510;0;0
US8996570;0.03819444;1
US8996599;0;0
US8996666;0.004385965;1
US8996821;0.00270453;1
US8996859;0;0
US8996876;0;0
US8996878;0;0
US8996999;0;0
US8997020;0;0
US8997087;0;0
US8997137;0;0
US8997194;0;0
US8997213;0;0
US8997361;0.003610108;1
US8997362;0;0
US8997440;0.002427184;1
US8997552;0;0
US8997633;0;0
US8997752;0;0
US8997972;0;0
US8998035;0;0
US8998076;0;0
US8998078;0;0
US8998079;0;0
US8998082;0;0
US8998084;0;0
US8998086;0;0
US8998087;0;0
US8998088;0;0
US8998091;0;0
US8998093;0;0
US8998097;0;0
US8998099;0;0
US8998100;0;0
US8998101;0;0
US8998117;0;0
US8998140;0.01779935;1
US8998148;0;0
US8998176;0.002427184;1
US8998210;0;0
US8998297;0;0
US8998414;0;0
US8998664;0;0
US8998666;0.008333334;1
US8998671;0;0
US8998692;0;0
US8998698;0;0
US8998701;0;0
US8998702;0;0
US8998703;0;0
US8998709;0;0
US8998815;0.007317073;1
US8998824;0;0
US8998830;0;0
US8998850;0;0
US8998860;0;0
US8999002;0.002439024;1
US8999003;0;0
US8999431;0;0
US8999550;0.03703704;1
US8999704;0.00245098;1
US8999714;0;0
US8999749;0;0
US8999776;0;0
US8999778;0;0
US8999851;0;0
US9000360;0;0
US9000381;0;0
US9000508;0.002439024;1
US9000616;0;0
US9000619;0;0
US9000720;0;0
US9000778;0;0
US9000788;0.007850242;1
US9000835;0;0
US9000848;0;0
US9000854;0;0
US9000862;0.002444988;1
US9000872;0;0
US9000883;0;0
US9000891;0;0
US9000892;0;0
US9000893;0;0
US9000894;0;0
US9000895;0;0
US9000903;0;0
US9000904;0;0
US9000914;0;0
US9000915;0;0
US9000916;0;0
US9000917;0;0
US9000923;0;0
US9000924;0.005420054;1
US9000925;0;0
US9000926;0;0
US9000928;0;0
US9000930;0;0
US9000987;0;0
US9000992;0;0
US9001001;0.02534113;1
US9001004;0.0377804;1
US9001082;0.007317073;1
US9001151;0;0
US9001152;0.02490757;1
US9001154;0;0
US9001169;0;0
US9001326;0;0
US9001352;0.002439024;1
US9001370;0.0232342;1
US9001505;0;0
US9001507;0.002444988;1
US9001521;0;0
US9001586;0.005516154;1
US9001634;0;0
US9001721;0;0
US9001740;0;0
US9001783;0.002857143;1
US9001879;0;0
US9001920;0.002439024;1
US9001931;0;0
US9002000;0.05338078;1
US9002070;0;0
US9002263;0;0
US9002266;0;0
US9002267;0;0
US9002270;0;0
US9002274;0;0
US9002275;0;0
US9002285;0;0
US9002295;0.02592593;1
US9002331;0;0
US9002349;0;0
US9002373;0.002444988;1
US9002375;0;0
US9002420;0;0
US9002421;0;0
US9002434;0.09007887;1
US9002471;0;0
US9002485;0.03897008;1
US9002508;0;0
US9002510;0.02885572;1
US9002522;0;0
US9002525;0;0
US9002534;0;0
US9002536;0;0
US9002572;0;0
US9002582;0;0
US9002613;0;0
US9002645;0;0
US9002679;0.02262443;1
US9002680;0;0
US9002717;0;0
US9002723;0.002427184;1
US9002727;0;0
US9002730;0;0
US9002739;0.00702679;1
